#OTU ID	magic.0018.S106.001.fa	magic.0532.S92.001.fa	magic.0322.S65.001.fa	magic.0417.S90.001.fa	magic.0531.S80.001.fa	magic.0124.S61.001.fa	magic.0551.S105.001.fa	magic.0078.S72.001.fa	magic.0231.S63.001.fa	magic.0268.S40.001.fa	magic.0331.S77.001.fa	magic.0011.S46.001.fa	magic.0020.S23.001.fa	magic.0300.S100.001.fa	magic.0021.S35.001.fa	magic.0542.S57.001.fa	magic.0004.S34.001.fa	magic.0075.S60.001.fa	magic.0526.S56.001.fa	magic.0337.S113.001.fa	magic.0471.S103.001.fa	magic.0317.S53.001.fa	magic.0465.S91.001.fa	magic.0040.S71.001.fa	magic.0134.S97.001.fa	magic.0132.S85.001.fa	magic.0148.S26.001.fa	magic.0539.S33.001.fa	magic.0246.S28.001.fa	magic.0307.S112.001.fa	magic.0156.S62.001.fa	magic.0013.S58.001.fa	magic.0131.S73.001.fa	magic.0339.S30.001.fa	magic.0435.S43.001.fa	magic.0242.S87.001.fa	magic.0315.S29.001.fa	magic.0334.S89.001.fa	magic.0290.S88.001.fa	magic.0456.S79.001.fa	magic.0272.S52.001.fa	magic.0402.S78.001.fa	magic.0050.S95.001.fa	magic.0552.S117.001.fa	magic.0367.S42.001.fa	magic.0473.S115.001.fa	magic.0059.S36.001.fa	magic.0015.S70.001.fa	magic.0173.S98.001.fa	magic.0232.S75.001.fa	magic.0543.S69.001.fa	magic.0374.S54.001.fa	magic.0549.S93.001.fa	magic.0547.S81.001.fa	magic.0030.S59.001.fa	magic.0179.S110.001.fa	magic.0100.S96.001.fa	magic.0016.S82.001.fa	magic.0440.S55.001.fa	magic.0244.S111.001.fa	magic.0541.S45.001.fa	magic.0514.S44.001.fa	magic.0001.S22.001.fa	magic.0537.S104.001.fa	magic.0527.S68.001.fa	magic.0287.S76.001.fa	magic.0538.S116.001.fa	magic.0112.S49.001.fa	magic.0109.S25.001.fa	magic.0017.S94.001.fa	magic.0243.S99.001.fa	magic.0316.S41.001.fa	magic.0150.S50.001.fa	magic.0433.S31.001.fa	magic.0053.S24.001.fa	magic.0189.S39.001.fa	magic.0110.S37.001.fa	magic.0079.S84.001.fa	magic.0146.S109.001.fa	magic.0028.S47.001.fa	magic.0428.S102.001.fa	magic.0063.S48.001.fa	magic.0217.S51.001.fa	magic.0335.S101.001.fa	magic.0278.S64.001.fa	magic.0396.S66.001.fa	magic.0048.S83.001.fa	magic.0149.S38.001.fa	magic.0170.S86.001.fa	magic.0164.S74.001.fa	magic.0429.S114.001.fa	magic.0185.S27.001.fa	magic.0484.S32.001.fa	Blank.S67.001.fa	magic.0101.S108.001.fa	Postive.Control.S107.001.fa
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter_pomorum	214	0	0	0	0	0	0	117	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Oerskovia;s__Oerskovia_sp005937995	612	0	0	0	9	16	74	351	146	9	1	0	3	2	100	0	1498	3	0	0	27	0	1	0	52	128	1	6	0	0	0	0	66	0	3	0	0	68	0	0	0	4	0	15	0	0	2	33	84	3	1	1	1	2	24	0	248	1324	0	18	5	6	1549	13	121	0	1	11	0	21	4	3	70	0	0	5	0	11	0	12	208	45	0	0	68	0	298	2	3	3	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83_sp004557655	324	0	0	2	1	4	28	297	243	0	1	0	0	0	2	0	104	0	0	0	2	0	0	0	48	7	1	0	0	1	1	0	81	0	54	0	0	5	0	0	35	5	1	11	0	0	0	79	40	14	5	2	8	0	16	0	85	93	0	0	28	2	97	2	101	0	1	0	0	108	8	5	92	0	0	1	0	1	2	0	7	1	0	13	3	0	235	0	21	0	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis_B	120	3	0	7	9	4	14	12	15	0	804	1	296	23	1	320	87	12	4	161	6	2	284	11	19	19	16	252	0	10	40	239	1	0	13	9	0	9	785	2	0	8	3	4	1	5	34	1	1	4	0	0	21	2	20	938	0	69	6	7	0	3	5	13	17	22	19	4	16	161	11	10	0	121	65	2	90	12	273	3	65	7	0	85	0	2	105	110	8	4	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius	552	7	566	358	1	136	7	109	177	9	3093	311	21348	620	192	13966	289	63	6	19089	194	2011	549	6398	3549	10040	6	1569	47	78	5926	18296	101	0	15	521	2	301	13338	801	27	3	1085	56	375	1144	243	1	184	772	0	1	87	1	1501	11115	4	166	13	80	0	80	18	13	35	608	251	972	32	731	2	111	15	67	329	49	500	134	10	128	2	1058	333	1721	18	14	2544	89	1659	116	5	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_petrasii_B	60	0	0	0	0	2	0	0	0	0	3	0	5	2	0	18	6	0	0	22	0	15	0	75	184	119	0	1	0	0	0	167	1	0	0	7	0	0	24	2	0	0	2	0	13	0	17	11	10	6	0	0	0	28	23	0	0	6	1	1	0	302	1	0	0	0	0	2	10	3	0	0	1	1	8	210	1	2	1	0	0	0	1	0	0	0	6	0	14	3	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Dolosigranulum;s__Dolosigranulum_pigrum	15	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	655	0	1	0	0	4	0	1	0	4	0	0	0	0	0	3	66	0	0	1	7	0	0	8	0	0	0	9	0	0	1	0	0	0	0	0	6	2	0	0	0	0	0	20	0	2	0	61	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_marmotae	402	0	0	0	5	225	398	377	290	10	0	2	8	20	64	3	466	0	0	0	16	0	0	0	444	402	22	11	0	16	1	1	421	0	71	0	0	36	0	0	0	62	0	8	0	0	1	385	533	75	13	0	4	7	128	0	527	393	0	63	21	5	495	29	89	0	2	40	0	157	15	4	433	1	0	12	1	10	0	22	90	39	1	0	26	0	326	1	30	0	29	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter_sp900553485	831	8	0	1	507	7	7	1003	0	1	0	37	4296	0	30	67	0	94	20	14	85	1	10	0	1	2	0	14	8	26	0	18	0	202	110	3	74	2	0	0	1	0	80	535	30	1	13	6	0	23	191	411	18	1	43	0	696	0	2	187	59	47	3	144	200	5	0	25	0	149	13	243	0	0	23	23	15	368	0	18	7	69	0	0	21	0	670	0	1	14	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_sp001665235	433	0	0	0	0	2	13	1	5	0	529	1	4	0	0	5	0	0	0	0	1	8	3	2	9	1	0	0	0	3	12	9	80	0	6	1	7	0	0	6	0	4	0	0	1	0	0	52	175	7	0	0	0	4	34	12	2	2	61	0	0	35	1	0	0	12	127	0	6	0	0	1	2	1	4	7	6	10	2	20	4	5	1	1	0	1	19	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J_ihumii	11	0	0	0	0	0	0	3	0	0	0	0	46	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	16	0	0	4	4	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella_sp004556565	445	53	0	4	58	3	876	364	292	3	2	108	14	149	193	0	447	3	105	230	44	1	0	0	264	343	1	5	24	15	1	160	914	79	23	0	1465	20	0	0	7	65	76	15	1823	2	0	221	832	19	36	123	61	0	30	2	83	426	4	407	122	213	418	525	203	3	3	6	1	41	137	18	669	0	0	15	6	59	24	44	195	102	0	6	27	0	320	2	7	2	6	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Trinickia;s__Trinickia_soli	52	0	0	0	0	0	0	30	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11	0	2	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pseudoclavibacter;s__Pseudoclavibacter_sp002931555	36	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	16	0	0	1	0	8	0	50	65	84	0	0	0	0	0	223	0	0	0	5	0	0	0	3	0	0	0	0	3	0	15	4	0	13	0	0	0	7	32	0	0	5	0	0	0	144	0	0	0	0	0	2	1	0	0	3	0	0	7	0	2	1	5	1	0	0	0	0	0	0	5	0	16	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp001556435	135	8	324	245	7	151	20	34	54	4	4557	277	5388	301	294	3966	129	105	7	18667	107	4775	552	2780	2847	5394	8	1000	17	31	1826	27514	201	6	23	421	1	195	19795	1407	29	0	800	20	365	1475	426	7	245	382	1	2	34	5	2408	3642	0	87	7	128	2	92	5	2	7	619	389	501	26	1179	11	65	13	188	498	43	876	86	31	149	7	1537	550	763	10	35	666	57	796	88	5	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_sp002079985	275	0	0	0	0	0	30	3	8	0	708	2	6	0	3	3	0	0	0	0	0	23	8	6	21	2	0	0	0	0	16	6	137	0	7	1	14	0	2	6	1	4	0	0	6	0	3	114	406	1	0	0	2	4	25	14	5	0	124	0	0	42	0	0	1	27	263	3	7	0	0	0	6	1	10	2	4	9	3	23	5	3	2	0	0	1	31	0	2	5	1	0	0	0	0	0
k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus_sp003612135	19	0	0	0	0	4	13	20	7	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	5	14	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	25	0	0	0	0	0	1	0	18	2	0	1	0	0	2	1	7	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	1	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter;s__Empedobacter_falsenii	10	0	0	0	0	0	0	9	12	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	6	0	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena_sp003433845	9	0	0	0	52	0	14	4	3	0	0	6	29	3	0	7	0	0	0	0	2	1	1	0	0	0	0	11	1	4	2	0	23	35	8	0	0	0	1	0	56	0	0	51	0	2	0	5	0	0	2	95	2	0	1	6	0	0	0	18	10	4	1	3	6	0	0	2	0	142	42	23	6	0	0	8	0	8	0	1	0	0	20	0	4	71	0	2	0	1	4	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__CAG-41_sp001941225	74	0	1	0	0	0	59	59	49	1	0	29	1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	14	0	1	0	2	3	7	0	0	0	0	0	0	16	1	0	0	0	0	69	1	0	1	0	0	2	0	18	0	0	2	1	0	0	0	19	18	0	0	0	23	5	0	0	0	0	0	1	2	0	1	0	9	0	0	1	0	55	0	0	18	1	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_idrijaensis	114	0	0	0	4	9	19	56	43	1	30	0	56	1	0	16	911	0	0	0	13	1	43	0	233	0	3	0	0	1	0	0	72	10	198	0	1	8	0	33	0	2	0	14	0	0	0	298	32	103	24	0	6	33	5	0	256	1518	2	19	11	3	1037	7	23	0	27	0	0	96	3	63	65	0	1	5	0	1	0	2	242	2	0	3	23	0	51	1	49	0	10	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis_Q	60	0	3	7	1	0	5	0	8	0	20	2	52	10	0	21	2	0	1	5	0	7	10	7	37	41	0	22	0	0	1	90	6	0	19	1	0	4	127	5	1	1	5	3	8	0	0	0	1	5	1	0	3	11	6	2	34	2	3	3	0	2	0	1	9	10	8	1	3	16	1	0	3	2	0	2	1	6	7	0	11	0	1	5	0	1	9	0	0	3	1	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus_vulgaris_B	92	0	0	0	0	0	0	97	77	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	84	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_australis	9	0	1	0	1	0	0	0	1	0	18	0	18	1	1	36	6	0	0	28	1	4	4	0	10	25	0	12	0	0	4	101	0	0	2	1	0	2	80	1	0	0	1	0	0	1	0	0	0	1	0	0	2	0	11	31	0	3	0	0	4	0	1	1	0	1	2	0	1	10	3	0	0	3	1	0	6	1	11	0	3	1	0	3	0	0	4	6	0	0	1	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_A;s__Citrobacter_A_rodentium	130	1	0	1	0	100	72	88	73	0	10	3	2	30	0	0	28	0	0	0	4	0	2	0	192	0	8	19	0	2	4	0	452	0	7	0	0	28	1	0	1	18	0	3	0	0	0	536	169	12	20	0	3	2	46	4	5	19	1	81	26	5	44	26	18	0	1	0	0	105	21	16	490	1	1	2	1	2	0	3	86	1	0	0	9	2	85	4	3	1	4	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp003521145	16	1	33	29	0	18	0	3	6	0	497	24	778	36	26	853	14	18	5	2131	13	151	50	270	306	624	2	132	4	12	201	3120	12	1	2	40	0	17	1880	99	1	0	87	6	36	149	34	0	18	42	0	0	4	0	252	425	0	10	1	14	0	8	2	0	1	47	29	58	2	208	1	7	3	11	46	1	90	10	1	18	0	147	29	89	1	2	91	1	114	5	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_sp004557285	109	0	0	0	0	0	61	93	74	1	0	0	0	0	0	0	67	0	0	0	3	0	30	0	13	50	0	0	0	1	0	0	25	0	0	55	0	3	0	0	0	28	0	1	0	0	0	0	75	0	1	0	0	0	3	0	2	45	0	1	0	1	60	1	13	0	0	2	1	0	0	1	15	0	1	0	0	1	0	1	3	0	0	0	1	0	63	0	0	0	6	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7096;s__UBA7096_sp900553975	9	0	0	0	0	3	0	6	2	0	0	0	4	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	21	0	0	0	0	22	0	0	0	4	0	0	46	0	0	12	0	0	1	0	7	0	0	0	0	0	2	0	0	17	1	19	0	11	0	0	0	1	0	0	33	1	44	9	0	3	0	14	0	0	0	0	6	0	19	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax_hongdengensis	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_F;s__Arthrobacter_F_sp004000035	3	1	0	0	0	0	0	3	0	0	0	0	18	0	0	0	7	0	1	5	0	3	0	46	0	7	0	1	0	0	0	21	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	12	0	0	1	1	0	0	1	0	0	3	0	0	0	0	7	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	5	0	1	0	0	1	0	8	2	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_capitis	15	0	1	0	0	0	0	0	1	0	7	0	4	0	0	4	56	0	0	3	0	11	0	81	191	549	2	0	0	0	1	359	0	0	0	1	0	0	7	6	0	0	2	0	6	0	7	65	2	1	0	0	0	0	40	0	0	47	0	0	0	29	0	1	0	0	0	14	2	11	0	0	2	0	5	75	1	0	8	3	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_argenteus	11	0	0	0	0	0	1	0	0	0	4	0	3	28	1	0	3	0	0	30	0	22	67	470	454	482	0	0	0	0	2	67	1	0	0	12	0	0	24	1	2	0	0	0	3	0	7	5	19	7	0	0	0	92	14	9	0	1	2	0	0	626	1	0	0	15	1	5	9	38	4	0	3	0	0	14	1	1	29	1	0	0	10	0	0	1	0	5	25	14	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Dickeya;s__Dickeya_sp000784735	152	0	0	0	0	0	0	54	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas_maltophilia_AR	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudocitrobacter;s__Pseudocitrobacter_faecalis	24	0	0	0	1	0	20	20	8	0	4	0	11	0	7	19	151	0	0	0	8	14	0	0	2	11	0	0	1	0	2	0	14	0	32	0	0	2	0	0	0	2	0	0	0	1	0	1	30	60	0	0	1	117	3	0	34	201	4	3	0	0	201	1	3	0	0	0	0	0	2	0	12	18	0	0	0	1	1968	3	84	0	0	23	5	9	16	0	7	7	0	0	0	0	0	1
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	39	54239	11	120	3290	44056	27	0	8	988	203	1000	405	7	1038	73	896	1036	43260	11	865	63	1348	6	56	20	2971	384	1767	1518	62	100829	106	48764	512	1004	18	158	108	9	510	81	1523	1753	31	78	59	9	1	287	127	5296	854	91	30964	7	1244	41	59	4587	484	3685	13	1844	235	9464	25	57	2	1006	11428	63	12	9	51	226	78	807	58	1600	7	12343	7	0	2970	11	6	18	44	179	20	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_thermophilus	133	0	12	9	1	5	0	0	2	0	152	7	122	22	6	310	2	4	198	825	5	22	27	563	276	348	0	18	0	3	50	615	3	10	0	21	0	8	699	20	1	0	26	232	8	41	16	0	6	17	0	11	3	1	75	83	0	2	2	1	1	60	0	9	1	42	10	24	7	81	0	21	0	22	18	9	21	20	0	5	0	28	4	62	0	0	41	0	11	15	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Lamprocystis;s__Lamprocystis_purpurea	95	0	0	0	0	0	0	58	17	0	8	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	18	0	18	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	2	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_sp001665295	474	0	0	0	1	3	44	2	18	0	1348	1	11	3	0	6	0	0	0	0	2	14	22	3	30	0	0	4	0	2	13	17	187	0	11	7	20	0	2	11	1	4	1	0	2	0	1	160	574	1	0	0	5	15	80	19	7	2	180	2	1	61	1	1	0	56	420	4	5	2	0	0	7	3	12	4	4	33	2	67	10	0	5	2	0	3	64	0	2	6	1	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp002491635	2	701	0	2	1266	1263	1	0	2	35	3	26	82	0	3151	1	19	125	534	36	78	1	310	1	1	3	75	8	78	37	0	1330	6	3032	53	247	262	87	3	0	26	1	48	248	157	0	25	1	0	9	13	716	23	4	1061	0	32	3	0	380	7	115	4	2	3	433	1	4	3	17	259	1	1	1	9	18	11	51	1	237	0	2880	0	0	198	1	0	2	1	3	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia_nurmii	26	0	0	0	0	0	0	11	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter_spathiphylli	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	1	3	0	0	1	0	0	0	28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp000314795	30	1	4	3	5	3	4	5	5	0	139	4	137	4	3	115	25	3	2	68	0	7	56	15	32	27	3	57	1	3	32	136	1	0	22	13	0	3	220	4	0	3	5	2	1	5	13	1	0	1	2	0	4	0	18	201	0	11	4	2	0	4	0	20	7	33	7	2	13	32	18	3	0	15	15	2	14	0	91	0	16	10	1	9	0	1	29	15	2	1	4	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_infantis	2	0	2	1	1	0	0	0	2	0	22	0	15	0	0	16	4	1	1	5	0	1	3	21	24	41	1	32	0	0	8	12	0	1	9	0	0	1	62	0	0	0	25	1	0	1	7	0	0	0	1	1	1	0	149	24	1	0	0	0	2	0	0	0	3	0	2	0	1	2	3	1	7	0	9	0	1	39	7	1	5	5	0	0	1	11	8	8	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus_A;s__Vagococcus_A_sp004792515	27	0	0	0	0	0	0	19	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	5	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis_H	13	0	1	1	1	0	1	0	3	1	5	0	4	2	0	1	1	0	0	4	0	10	1	1	21	3	0	5	0	0	0	5	2	0	11	0	0	0	24	0	0	2	1	0	2	0	0	0	0	3	2	0	0	2	0	0	44	1	2	3	0	0	0	0	2	3	2	0	1	5	0	0	1	0	0	0	0	1	15	0	150	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia_A;s__Erwinia_A_teleogrylli	137	1	0	0	1	0	125	136	134	1	2	1	0	0	0	276	0	0	1	0	0	64	56	0	98	24	0	0	2	4	25	0	148	4	1	0	0	1	0	0	0	14	0	2	0	0	0	0	163	0	0	1	0	8	5	0	0	0	0	0	0	2	0	1	36	0	0	0	3	0	0	1	127	7	1	12	0	0	0	3	118	0	25	8	0	29	103	19	0	0	11	0	0	0	0	0
