#OTU ID	magic.0604.PE.S33.001.fa	magic.0604.MagAE.S59.001.fa	magic.0258.MagAE.S54.001.fa	magic.1457.PPE.S17.001.fa	magic.0238.PE.S28.001.fa	magic.0604.PPE.S12.001.fa	magic.0524.PPE.S11.001.fa	magic.0348.MagAE.S55.001.fa	magic.0978.PPE.S13.001.fa	magic.1489.PPE.S18.001.fa	magic.1232.MagAE.S65.001.fa	magic.0378.PPE.S6.001.fa	magic.1232.PE.S36.001.fa	magic.1488.MagAE.S71.001.fa	magic.0298.MagAE.S51.001.fa	magic.1457.MagAE.S70.001.fa	magic.2174.PE.S45.001.fa	magic.1269.MagAE.S69.001.fa	magic.1412.MagAE.S72.001.fa	magic.0142.PPE.S4.001.fa	magic.0238.PPE.S5.001.fa	magic.0978.PE.S34.001.fa	magic.0238.MagAE.S50.001.fa	magic.0481.PPE.S8.001.fa	magic.1757.PPE.S22.001.fa	magic.0821.MagAE.S63.001.fa	magic.1757.PE.S43.001.fa	magic.0485.MagAE.S61.001.fa	magic.0990.PPE.S14.001.fa	magic.1455.PPE.S16.001.fa	magic.0990.MagAE.S68.001.fa	magic.0485.PPE.S9.001.fa	magic.1489.MagAE.S67.001.fa	magic.0990.PE.S35.001.fa	magic.1761.MagAE.S76.001.fa	magic.1947.PE.S44.001.fa	magic.1412.PPE.S20.001.fa	magic.1455.MagAE.S66.001.fa	magic.1489.PE.S39.001.fa	magic.1761.PE.S42.001.fa	magic.2174.MagAE.S74.001.fa	magic.1761.PPE.S21.001.fa	magic.1488.PPE.S19.001.fa	magic.0140.MagAE.S49.001.fa	magic.0140.PPE.S3.001.fa	magic.0142.MagAE.S53.001.fa	magic.0978.MagAE.S64.001.fa	magic.0493.MagAE.S60.001.fa	magic.0096.MagAE.S52.001.fa	magic.0481.MagAE.S57.001.fa	magic.0096.PPE.S2.001.fa	magic.0096.PE.S26.001.fa	magic.0485.PE.S31.001.fa	magic.1269.PPE.S15.001.fa	magic.0524.MagAE.S62.001.fa	magic.0487.PPE.S10.001.fa	magic.0487.PE.S32.001.fa	magic.0378.MagAE.S56.001.fa	magic.1947.PPE.S23.001.fa	magic.1412.PE.S41.001.fa	magic.1455.PE.S38.001.fa	magic.2174.PPE.S24.001.fa	magic.0487.MagAE.S58.001.fa	magic.2704.MagAE.S78.001.fa	magic.0140.PE.S27.001.fa	magic.0068.MagAE.S48.001.fa	magic.1757.MagAE.S73.001.fa	magic.0068.PE.S25.001.fa	magic.1947.MagAE.S77.001.fa	magic.0493.PPE.S7.001.fa	magic.0493.PE.S30.001.fa	magic.1488.PE.S40.001.fa	magic.0378.PE.S29.001.fa	Blank.MagAE.S75.001.fa	magic.2704.PE.S46.001.fa	BLANK.PPE.S1.001.fa	magic.1269.PE.S37.001.fa	Blank.PE.S47.001.fa
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_sp003478085	19	13	0	0	2	23	0	0	0	0	0	12	0	0	0	0	2	0	0	0	51	0	54	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Gabonibacter;s__Gabonibacter_sp900543425	5	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_kashiwanohense_A	2	22	0	0	0	102	0	3	1	272	0	0	0	0	0	1	0	0	0	1	2	1	0	2	2	2	0	89	0	0	1	100	129	0	294	0	0	0	16	7	0	164	0	0	0	0	0	0	0	0	0	0	115	3	0	0	124	0	0	0	0	0	1	1	0	0	53	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudocitrobacter;s__Pseudocitrobacter_faecalis	9	12	0	0	0	20	0	33	0	22	0	31	0	0	0	0	265	2	0	0	0	1	0	0	0	0	6	0	0	5	0	0	18	0	15	6	0	4	14	7	633	3	0	0	0	3	0	40	31	36	18	55	0	0	0	0	0	31	3	0	1	453	0	5	0	0	13	0	1	17	2	0	1	0	4	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia_sp000437675	13	6	0	0	0	7	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	64	1	65	0	1	89	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_salivae	3	1	1	0	6	2	0	0	0	2	4	0	3	0	6	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_saudiense	31	21	0	0	0	199	0	0	1	0	53820	0	19046	4	0	0	1	14	0	0	0	4	0	1	0	14	362	35	0	0	0	14	7	3	2	0	0	11	3	2	0	9	0	0	3	9	1965	104	0	25	0	0	13	6	7	0	2	11	0	15	1	1	13	0	0	0	0	120	15	0	15	5	0	0	0	0	12	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_histicola	19	17	0	0	64	16	0	0	0	0	18	22	41	0	0	0	0	0	0	0	34	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	6	0	0	0	2	0	3	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lelliottia;s__Lelliottia_nimipressuralis	4	6	0	0	1	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	26	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__UBA1426_sp002329675	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269_sp900556695	9	11	0	0	1	24	1	0	0	465	0	273	0	0	2	2	0	1	0	1	1	31	1	0	2	21	0	1721	0	83	0	1532	1063	0	0	0	0	110	1456	0	1	0	0	0	0	0	5	0	0	14	1	1	1119	0	0	0	1550	315	1	20	36	2	1	7	1	0	0	68	0	0	1	0	131	1	47	1	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum_intestinale	4	3	0	0	0	4	0	12	0	0	23	5	57	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_sp002251435	2	2	6	0	0	0	0	33	0	0	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp001556435	2	271	131	502	181	128	33436	19	10	21	4759	292	272	264	21	851	72	986	306	144	276	32	10	121	47	2409	3842	308450	19	523	14	274544	70	3	1	6564	265	304	4	22	193	86	23	54269	618048	168	246	54	246	161	126	119	237235	491	16556	8886	173779	183	8584	85	76	547	5841	93	147208	36007	140	4233	6613	144	125	1	133	3	36	228	18	10
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A_sp900545315	6	6	0	0	0	3	0	405	0	1	4	0	7	0	9	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	34	0	0	0	1	71	0	17	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B_durans	7	1	2	8	0	6	2152	890	28	9	2960	70	171	8	16	7	1	8	16699	6	0	3	0	2	7	22	2988	7	2	12	6	25	9	3	12	6114	19032	0	3	5	4	21	11	0	3	29	32	1186	765	6	988	112	5	10	761	3	0	107	13326	15795	5	2	1	60	0	22	29	1	7732	1150	12	6	2	6	17	2	8	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A_lacrimalis	29	27	10	5	0	64	0	0	4	0	0	0	0	5	0	63	0	0	0	0	0	0	0	0	114	3	0	0	25	0	10	1	0	3	0	0	0	0	0	0	0	0	17	2	18	16	0	8	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	7	2	0	20	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UMGS1908;g__UMGS2069;s__UMGS2069_sp900557585	44	9	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_variicola	4	1	3	0	0	10	1	4	2	0	0	1	0	0	0	0	847	7	0	0	0	0	1	0	0	0	3956	0	0	0	0	0	2	0	0	2796	0	2	1	3	2005	0	0	0	0	1	0	333	94	123	36	106	0	1	0	0	1	0	530	0	0	1401	0	5	0	0	32	0	613	104	44	0	0	0	2	1	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_reticulotermitis	3	3	0	0	9	3	0	0	0	0	19	2	32	0	1	0	16	3	0	0	2	0	3	0	0	0	0	0	0	1	0	0	4	0	2	0	0	4	1	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Oceanospirillum;s__Oceanospirillum_linum	7	17	25	0	0	19	0	1	8	29	0	95	0	23	0	5	724	11	0	2	0	15	1	4	11	20	1	0	0	24	2	0	18	0	0	0	0	33	16	0	576	0	10	8	0	35	0	514	0	69	0	0	1	3	1	1	0	92	0	4	9	672	1	20	2	3	7	5	0	168	38	0	47	0	11	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__Massilia_sp001425685	5	3	205	1	1	4	1	6	393	2	8	0	1	738	35	11	1	169	4	72	0	172	0	68	124	250	45	9	29	0	7	5	5	54	0	5	4	0	12	0	0	1	409	424	34	149	42	109	12	88	4	20	17	263	97	0	6	0	1	0	1	0	15	53	126	26	23	52	1	52	45	72	0	0	2	0	11	0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp900551655	7	13	0	0	3	322	0	9	0	2	1	0	0	0	0	0	0	0	0	0	4	0	1	0	7	0	0	0	0	12	0	0	2	0	231	0	0	3	0	12	0	619	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Negativicoccaceae;g__Negativicoccus;s__Negativicoccus_succinicivorans	5	9	2	20	0	33	1295	101	40	13	1	11	0	0	0	2	43	1	0	0	0	3	1	0	32	5	464	3	3	10	2	16	14	0	0	949	1	18	3	0	35	1	0	1	1	2	6	927	441	5	607	60	0	0	486	5	0	5	2034	0	0	39	0	2	0	0	4	0	882	656	22	0	1	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea_vagans_C	9	10	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp900555225	3	3	1	0	0	43	0	5	0	220	0	0	1	0	0	0	0	0	0	0	1	0	1	0	4	1	1	0	1	0	1	0	91	0	899	0	0	0	12	33	0	463	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	132	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_sp000431975	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_heparinolyticus	1	1	0	0	4	1	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	2	0	0	7	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_senegalensis	22	17	0	1	239	15	0	2	0	3	9	5	6	0	2	0	0	0	0	0	157	0	216	0	0	0	0	0	0	4	0	1	6	1	0	0	0	3	6	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__CAG-449;s__CAG-449_sp900551385	1	0	0	0	1	1	54	2	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp003521145	2	24	5	28	12	8	4319	1	0	3	339	19	17	9	0	45	3	6	1	9	24	4	1	16	2	1400	357	24646	0	44	0	22249	7	0	0	579	0	20	0	6	14	13	2	3559	42331	13	27	5	20	9	15	10	20286	18	2065	279	14309	13	753	17	8	48	167	5	10667	2408	11	299	596	11	12	0	5	1	2	14	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster_clostridioformis_A	3	0	0	0	0	2	0	0	0	49	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__CAG-724_sp900551005	3	1	0	0	4	1	0	3	0	183	0	0	1	0	0	1	0	0	0	0	2	11	2	0	1	11	0	0	1684	0	1216	0	241	1790	1	0	0	1	97	1	0	5	0	0	0	0	11	0	0	0	1	1	2	0	0	0	2	3	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	3	3	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_sp900546095	16	12	0	0	0	14	0	0	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella_ornithinolytica	6	6	140	0	270	6	87	68	132	441	3	1922	1	4	168	589	4839	69	4	111	159	82	86	333	9	5	7287	4	430	3	1	127	247	230	158	5966	154	6	195	7	7988	11	84	113	164	609	139	214	907137	653	916545	1333984	257	11	52	177	236	1082	1102	7	3	7316	486	50	130	872	124	3026	1490	158	218	193	333	4	622	154	3	3
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_sp000436915	3	4	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_porcinus	1	0	0	0	0	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	8	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-314;g__CAG-314;s__CAG-314_sp900551395	4	2	0	0	0	1	0	0	0	0	13	1	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A_sp900546005	6	2	0	0	1	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__F082;s__F082_sp002310075	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__QALR01_sp900553085	6	3	0	0	6	4	0	0	0	0	14	0	21	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Macrococcus;s__Macrococcus_lamae	3	20	3	0	0	37	29	2	0	7	0	21	0	0	0	0	113	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	18	0	0	1	4	33	157	16	0	0	0	0	0	127	0	13	0	0	0	0	5	0	0	9	0	0	0	175	0	0	0	0	6	1	0	48	11	0	3	0	1	0	0	0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp900553415	1	0	0	0	0	25	0	5	1	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	31	0	173	0	0	0	3	2	0	102	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella_sp001689575	9	4	0	0	6	5	0	0	0	11	0	0	1	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	17	0	8	0	68	8	0	0	0	0	67	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-462;s__CAG-462_sp900291465	5	3	0	0	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A_sp900120395	17	10	0	0	7	14	0	0	0	0	2	5	9	0	0	0	0	2	0	0	3	0	7	0	0	0	0	0	0	40	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus_vaginalis	11	10	1	8	2	19	0	0	0	16	0	56	0	0	0	23	340	1	0	0	2	0	1	0	0	0	1	0	0	21	1	0	8	0	106	1	0	35	12	24	362	78	0	0	0	1	0	379	0	23	0	0	2	0	0	1	0	43	0	0	4	378	1	2	0	0	9	1	0	107	28	0	9	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_kashiwanohense	3	12	2	1	1	128	1	39	16	1459	1	1	0	2	0	2	0	1	1	1	5	0	1	2	110	11	20	2	2	1	3	2	585	0	8798	0	0	1	99	225	2	4517	4	0	0	1	9	5	0	18	0	0	1	25	1	0	0	0	0	2	0	0	0	6	0	3	1364	0	2	5	0	1	0	7	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora_sp003236315	8	10	2	0	1	46	0	0	0	12	0	25	0	0	0	0	17	0	0	0	1	0	1	0	0	0	0	0	0	7	0	0	6	0	1	0	0	11	3	0	31	0	0	0	0	0	0	27	0	4	0	0	0	0	0	0	0	12	0	0	4	24	0	0	0	0	0	0	0	10	2	0	3	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_inulinivorans	8	6	0	0	33	8	0	32	0	29	47	33	102	0	0	0	0	2	0	0	19	1	25	0	2	1	1	0	124	60	121	0	115	129	33	0	0	47	87	88	0	48	0	0	0	8	4	0	0	4	0	0	1	2	0	0	0	27	1	0	77	0	0	0	0	0	6	2	0	0	0	0	9	0	1	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_sp900553595	4	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp900554155	10	9	0	0	29	7	0	21	0	29	13	33	27	0	0	0	0	0	1	0	19	1	30	0	0	2	1	0	21	38	44	0	20	42	15	0	0	36	39	25	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	1	50	0	0	0	0	0	1	4	0	0	0	0	3	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9_sp000435075	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__UBA11471;s__UBA11471_sp900542765	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
