#OTU ID	magic.1959.S65.001.fa	magic.2524.S90.001.fa	magic.2388.S55.001.fa	magic.2032.S88.001.fa	magic.4896.S36.001.fa	magic.2629.S56.001.fa	magic.2818.S91.001.fa	magic.2909.S57.001.fa	magic.2495.S79.001.fa	magic.1921.S29.001.fa	magic.2006.S77.001.fa	magic.4194.S83.001.fa	magic.4033.S47.001.fa	magic.3092.S81.001.fa	magic.2848.S21.001.fa	magic.3840.S11.001.fa	magic.4162.S71.001.fa	magic.2674.S80.001.fa	magic.3943.S35.001.fa	magic.3819.S82.001.fa	magic.3527.S92.001.fa	magic.3763.S70.001.fa	magic.2077.S42.001.fa	magic.2822.S9.001.fa	magic.1502.S87.001.fa	magic.2568.S20.001.fa	magic.1934.S53.001.fa	magic.5001.S48.001.fa	magic.2483.S67.001.fa	magic.1909.S17.001.fa	magic.1926.S41.001.fa	magic.1640.S5.001.fa	magic.2570.S32.001.fa	magic.2096.S54.001.fa	magic.3035.S69.001.fa	magic.2343.S43.001.fa	magic.2850.S33.001.fa	magic.2665.S68.001.fa	magic.2334.S31.001.fa	magic.2099.S66.001.fa	magic.2588.S44.001.fa	magic.3555.S10.001.fa	magic.2034.S6.001.fa	magic.2186.S78.001.fa	magic.3869.S12.001.fa	magic.2055.S30.001.fa	magic.2322.S19.001.fa	magic.3899.S23.001.fa	magic.3083.S94.001.fa	magic.2235.S24.001.fa	magic.3821.S93.001.fa	magic.2049.S18.001.fa	magic.4125.S59.001.fa	magic.3611.S34.001.fa	magic.2885.S45.001.fa	magic.1127.S76.001.fa	magic.2535.S8.001.fa	magic.2193.S89.001.fa	magic.3603.S22.001.fa	magic.2271.S7.001.fa	magic.3681.S58.001.fa	magic.5284.S72.001.fa	magic.5033.S60.001.fa	magic.3679.S46.001.fa
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_europaeus	449	5	0	5	0	477	1	150	1	1967	331	0	0	4	58	2	0	5	0	3	154	564	255	319	1	142	43	5	2	65	479	1	1967	454	127	984	31	49	11	124	7	0	367	1	10	3	47	0	95	0	5	31	1	12	20	34	4	10	0	6	13	2	6	1
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella_electrica	2948	75	5917	307	2	568	42	107	164	18615	4346	13	1	3	5	4	3	86	27	22	144	21	3132	299	28	433	37047	22	12	587	1045	23	307	426	180	1334	2828	13987	7081	1521	291	6	123	42	15	460	12812	13	47	25871	1604	3832	19	13	20	234	7914	30160	19	1014	9	10	21	39
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_coprocola	90	82	88	10	75	1	6	5	0	4	0	1	654	821	582	746	4880	290	779	764	11	4	12	10	15	2	2	1	6	223	5	39	8	6	1	2	3	2	1	2	4	1	15	0	106	1	8	409	89	68	2	7	9	5401	1	2	4	8	3	8	2	959	231	30
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp000187445	3091	9	23	391	10	19880	3	54	1927	198	2852	1241	44	133	29	175	10	39	72	14	625	12296	2499	2757	130	45	17	4340	19324	6	24	213	11	86	1374	15	520	19944	3254	29212	213	871	14	937	3	159	701	19	4	17	46	42	228	10	963	919	19	128	5	211	13221	123	149	233
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pseudopneumoniae_M	345	5	3	28	1	29	0	13	42	1357	224	4	1	0	4	10	2	6	1	0	7	11	136	13	23	43	50	3	2392	31	0	54	0	4	155	10	5	7	267	137	24	5	0	82	9	12	8	0	0	11	14	7	2	13	0	1727	11	7	0	13	2	5	13	245
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_sp004167605	223	0	29	1	3	55	1	13	34	0	28	17	1651	30754	4	13696	209	40	565	1861	7	351	11	2	1	0	24	8	189	0	19	14	0	23	138	16	6	303	0	243	23	2	4	26	2	0	0	510	4	0	1	0	15	44	8	36	2	0	1	2	16	147	15	6
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__F0422_sp003992135	377	2	14	8	0	7	13	1	399	0	342	2	0	1	1	0	0	0	0	0	0	50	1	4	1	2	1	151	0	2	2	0	0	0	0	100	0	124	0	18	0	3	1	0	14	6	97	0	0	55	0	57	0	1	0	31	0	534	0	1	145	0	17	53
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E_indoloxydans	2	0	22	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	46	0	0	0	0	0	0	0	0	0	0	36	7	3	0	0	1	1	0	183	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_quasipneumoniae	4869	2980	193488	428	44	330	385	237	1224	5624	1396	63	19	83	40	67	5	596416	21	81	9763	206	1253	1500	203	1819	12517	97	223	649	2970	117	1353	367	401	1860	3033	11884	12291	11003	198138	44	704	287	101	601	7911	35	89	265026	1266	2506	116	4	96	170	77766	1045769	26	605074	1813	43	67	92
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_epidermidis	34541	152	1167	887	21	46	13	14	109653	2756	17250	15	6	9	159	5	46	37	21	7	13	183	706	20	10774	19	1963	10	573443	11571	9379	2144	22	58	94	184	76	4270	159084	6786	243	14	5	13521	7	795	19996	14	7	9689	31	53	4	6	25	1473	51	10888	9	417	13	42	35	101
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp900557355	1080	647	695	180	849	53	383	74	7	11	10	1819	28413	27346	4959	27032	5739	5583	30776	33080	476	21	30	85	58	431	34	207	4	1439	523	122	1629	659	15	36	138	13	13	17	29	281	318	13	869	334	15	13921	806	650	17	20	5033	3546	1897	33	22	135	438	26	29	572	640	75
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_sp900554435	183	70	93	771	1752	674	41	106	13	12	6	4567	1846	1121	1027	1497	2147	490	2188	1394	114	470	34	100	39	1350	107	242	37	623	19	17	13	2446	30	320	248	45	15	3504	39	4528	6	19	492	1333	7	1255	195	47	33	138	59	1876	20759	55	11	27	92	7	52	34115	424	116
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__F0422_sp003992005	1181	0	14	30	2	148	1	4	695	0	940	0	1	5	0	5	1	2	0	0	0	19	605	4	9	15	2	13	1	1	10	0	0	3	190	3	0	205	227	15	1	1	5	4	22	7	128	0	6	94	8	4	0	1	0	87	3	835	0	0	15	0	16	11
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	2912	279	637	10	320	668	111	457	2	105	2	2	2339	1881	1326	1898	1946	128	2382	2525	7	146	49	42	99	30	419	27	223	42	51	182	145	678	238	39	123	384	77	415	51	22	49	8	329	211	26	1092	289	218	6	29	321	1526	36	136	78	59	88	39	280	1140	785	111
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia;s__Erwinia_oleae	1380	0	0	34	0	1	0	2	28	6706	2000	1	0	0	0	0	0	1	0	0	4	0	1572	2	4	4	542	0	0	155	84	0	23	0	3	5	528	800	9	2	1	0	6	2	0	3	1191	0	0	1	9	2	1	0	0	84	0	2	0	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium_polaris	165	0	0	41	0	7	0	0	0	2943	1042	0	0	0	0	0	0	0	1	0	1	1	768	0	8	0	0	0	0	88	2	1	2	0	0	0	1	0	1	16	4	0	1	1	0	1	0	0	0	0	0	0	0	1	0	43	1	3	0	5	2	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	1194	9327	4609	250	8520	113	5582	329	61	53	38	75	4332	9156	495297	4594	376443	189964	3897	5851	339	154	613	1186	562	444	72	77	149	1267	132	5447	436	77	205	16	155	196	48	178	114	100	1150	54	7855	85	315	3975	5557	4368	126	389	5140	2100	80	143	227	1156	6221	369	71	254128	258745	14049
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Paeniglutamicibacter;s__Paeniglutamicibacter_antarcticus	50	0	10	11	0	0	0	7	12	0	12	0	0	0	1	1	0	11	0	0	0	2	5	12	1	1	4	0	90	0	60	5	25	1	3	0	15	54	0	15	82	0	19	2	0	0	19	0	0	1	0	3	0	0	3	15	23	4	1	18	7	0	3	70
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena_innocuum	24	13	2	55	807	55	32	24	6	13	4	1891	1172	2177	29	1220	353	12	710	803	10597	798	7	1153	27	107	382	7257	10	0	11	32	11	218	301	96	190	14	9	12	21	3507	11	10	21033	174	0	1169	14529	3	82	343	2594	3797	3864	17	1987	22	1108	9	14	941	7	4
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	1130	83	45	444	126	299	35358	97	154	583	422	66	2526	1603	43553	4874	3274	4510	3217	1847	455145	8	280	62998	179	453	262	30	57	1472541	538590	857	1744567	110	90	62	297	351	242	99	410	50	321199	262	70	378	188	1104	50	91	75	184	1530	209	119	210	505	193	12115	130	21	487	1374	665
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster_sp900540675	7	855	2548	104	346	2	1	8	1	0	0	28	13	25	62	33	13	0	14	25	3	1	0	113	0	84	0	16	6	0	0	0	0	409	0	1	78	0	0	0	0	0	1	0	622	434	1	19	405	769	0	0	0	6	1	0	0	32	40	3	7	54	40	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_dorei	1095	1262	1804	766	1015	1059	41126	691	161	75	137	70	3996	3330	10412	3888	3227	3978	3995	4649	1422	185	959	2302	1304	824	739	78	325	4920	1094	9735	2352	1006	254	155	77	416	59	389	234	289	2452	163	1200	90	484	2894	1280	1022	449	670	851	2625	157	363	553	1052	25202	661	460	79573	5164	494
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula	3786	2158	138	7592	5182	4562	6137	18200	3618	16	3076	1127	45	3309	163	108	2459	390	20	133	29	307960	3361	245	76	61454	5	426	212	16	102	79	283	1471	13128	304427	77	261	1897	2554	129306	1624	146	379770	45224	88702	49	20	29786	218	237355	83	16	4156	539	303	15487	165	42184	645	187	149	31779	508
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_variicola	441	7298	15629	65	3	50	49	2472	97	3251	1160	462	4	10	4	11	4	64430	3	13	79	262	833	190	30	86	1404	52	16	1021	5119	23	97	31	76	755	19	33	282	15127	18590	21	850	65	16	67	66	2	9	20184	15125	54	8	11	43	46	59913	83968	15	56585	28230	3	6	21
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_sp001276515	999	1	160	30	8	9	0	49	1886	2232	665	2	9	0	16	93	1	7	7	0	0	1	67	4	10	8	1	151	6	41	18	7	4	2	34	1	252	106	0	6	32	0	8	671	2	4	793	1	1	130	0	0	0	0	0	59	51	53	0	41	5	1	13	110
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter_segnis	469	0	11	32	34	1	0	12	71	515	360	4	14	2	3	82	0	6	3	4	0	1	24	31	6	6	0	24	0	17	16	1	3	1	1	0	3	1	0	0	13	0	1	527	1	1	19	5	0	1	0	0	0	0	0	32	10	5	0	3	3	1	20	65
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera_cryocrescens	596	38	17693	231	4	8	278	25	93	182	69	1	0	0	1	1	0	2	3	10	22	26	54	67	15	86	356	9	17	3	3	0	47	273	241	117	720	917	232	85	230	0	9	229	9	563	5171	7	7	37178	287	112	1	3	2	0	907	84430	24	688	108	6	9	2
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp900066265	308	3985	1800	18	2858	29	3469	25	5	10	6	9	5634	5201	3970	5383	5174	2135	5822	6411	336	7	51	76	63	19	19	27	16	1095	319	115	1006	32	12	18	18	15	13	13	25	11	268	4	3537	25	11	3764	1805	1657	12	14	621	4578	28	47	28	463	2564	29	16	10689	1423	150
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp003521145	3438	11	20	509	133	104	0	149	2937	258	3469	123	273	7	32	408	9	50	109	50	10	59	3019	11	20	164	1	14	37001	4	43	44	15	192	2601	20	5	242	6083	175	413	265	7	1883	25	193	1110	93	0	37	100	97	2	20	10	319	12	196	1	379	45	234	237	405
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	1478	172	120	59	163	137	17140	706	114	212	141	360	468340	319578	139668	414825	906984	169638	435784	473846	495	602	179	566	206	431	76	179	211	1246	482	510	1002	91	297	131	266	257	159	257	282	483	573	131	273	249	316	360642	516	198	242	261	453	775389	182	229	770	130	15808	375	276	2312	1788	839
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter_condimenti	3154	0	0	41	1	0	0	2	4	9014	1436	1	0	0	0	0	0	3	4	1	0	10	1034	0	19	2	1	0	0	186	130	4	17	6	417	55	124	113	3	128	0	0	1	1	2	22	82	0	13	1	1	5	0	1	0	93	0	9	0	1	0	0	1	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis	1053	170	251	170	93	93	254	237	6	38	7	27	455	827	518960	553	157228	754	478	605	192	91	592	652	299	175	93	74	88	168	44	2708	71	89	164	49	131	95	51	93	114	71	613	5	133	58	130	514	103	118	106	177	105	105993	116	32	92	176	119	193	64	186108	259449	48596
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_B;s__Serratia_B_rubidaea_A	1823	0	0	38	0	0	0	0	2	4795	755	0	0	0	0	0	1	0	2	0	0	0	575	0	9	2	3	0	0	82	8	1	4	3	0	0	134	125	8	1	2	0	0	1	0	34	58	0	22	0	0	0	0	2	0	37	0	6	0	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter_sakazakii	36	6	184	45	0	75	17	9	0	660	293	0	0	2	0	0	0	35	0	1	62	16	179	93	3	132	32	0	0	31	8	2	87	52	42	545	37	27	9	461	10	0	8	15	0	63	144	2	0	232	380	530	0	0	5	9	510	692	3	19	0	0	0	8
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__F0422_sp003992015	1829	0	39	39	0	5	2	0	1663	1	1656	1	0	2	0	9	2	1	0	0	0	8	22	5	7	0	0	17	1	10	24	2	0	1	6	107	0	577	0	20	0	0	3	1	2	15	404	0	0	252	0	6	1	0	0	105	0	2478	7	1	10	1	5	2
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_haemolyticus_G	1070	1	190	35	4	15	0	43	2296	3036	863	9	5	11	11	121	2	4	10	3	0	0	81	9	20	15	0	188	8	70	68	9	6	5	53	1	333	112	1	7	70	2	11	1082	8	1	961	3	0	165	0	0	0	5	1	103	84	68	1	40	9	4	7	245
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Coprobacillus;s__Coprobacillus_cateniformis	710	523	1965	233361	672	1281	161	6960	13	143	24	2266	1043	173	209	1945	412	10	384	400	755	517	428	1149	152	123617	4516	951	117	94	48	137	174	1301453	15952	1138	1624	59	112	665	699	1518	397	261	523	968625	30	639	626	572	1358	5703	281	687	3568	1802	47	362	293	61	115	649	159	8
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria_sp000186165	572	0	1	23	0	4	2	24	1236	385	931	0	8	10	0	47	9	0	3	1	0	0	5	0	4	0	22	12	8	23	22	4	0	0	4	0	0	0	1	1	0	0	0	7	1	1	42	0	0	7	5	1	0	1	0	50	0	4	0	0	10	6	9	194
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G_sp900548465	101	0	5	2	261	191	8	9	1	2	2	563	638	274	12895	591	718	6552	721	465	73	48	1	28	50	116	270	126	3	2	4	3	8	163	5	68	24	4	4	25	16	172	2	2	85	22	2	426	1	4	95	351	2577	498	2793	4	5	0	31	2	8	7413	8271	435
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Brenneria;s__Brenneria_alni	12	218	1303	0	0	4	2	1	0	2	1	0	0	0	2	0	0	0	0	0	1	0	0	5	0	3	1508	2	1	4	19	2	6	1	0	87	0	0	0	0	0	0	0	0	3	0	1	1	298	9258	6	267	0	0	0	0	0	1729	1	0	1	2	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_cloacae_M	470	333	61	122	3	2479	11	59	14	8131	3328	46	0	10	1	2	3	245	24	132	32	212	2565	287	93	1736	375	30	1	468	1447	141	7071	696	4453	1247	104	182	974	947	62	7	132	1076	0	23	4260	4	1	126	1264	8053	16	4	38	80	1221	482	7	240	103	0	6	1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium_sp000752095	1	0	0	19	46	0	5	1	0	0	0	70	20	3	0	78	39	0	16	6	26	4	4	18	1	116	743	2	0	0	1	0	0	184	1	131	140	0	0	0	5	49	0	0	6	87	0	10	0	1	0	1007	10	32	26	0	0	0	6	0	0	765	0	2
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster_sp000431375	458	13	53	52	157	2173	5	425	0	2	0	1229	2551	349	1	7009	184	2	2052	955	1676	719	5	647	25	363	22	2649	3	2	4	2	0	582	5	22	60	8	0	7	5	349	1	0	70	170	0	4160	17	12	2	5	294	74	417	63	2	3	41	1	16	169	8	1
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella_planticola	838	26	524	272	5	263	36	181	1059	311	201	370	0	4	95	541	3	1722	921	1353	74	33	101	196	14	420	1519607	32	20	351	1030	378	2597	572	107	14793	23951	34001	13139	408	85	10	366	181	18	244	21347	416	31	800	237	351976	168	5	24	13	823	2591	37	316	1090	2	88	30
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter_sp000466335	526	0	11	17	9	0	0	13	120	271	436	0	4	1	19	56	0	5	2	2	0	1	15	0	1	0	0	41	6	4	19	1	2	0	26	0	3	3	0	0	38	0	1	529	3	1	41	1	0	7	0	0	0	1	0	37	3	2	0	9	2	7	8	62
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_psychrophilum_B	176	100	622	1	0	241	21	72	0	465	69	1	0	1	20	0	2	0	1	1	61	2	63	2	1	165	0	22	0	9	4	0	18	396	65	612	1	0	0	49	0	0	0	0	30	16	214	1	343	195	593	2	0	28	1	2	6	363	14	0	128	0	0	4
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D_pittmaniae	1268	0	10	48	29	0	4	87	250	655	1353	2	14	6	32	185	1	13	10	8	0	0	78	17	9	29	0	183	3	27	341	1	12	0	38	0	6	0	1	5	61	0	38	694	1	0	11	7	1	8	3	0	1	2	0	95	0	12	0	0	8	2	12	276
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_A;s__Haemophilus_A_sputorum	2449	9	30	45	2190	3	13	142	823	782	1806	19	205	24	13	1817	55	3	107	58	115	2	64	9	9	151	0	587	1	18	90	7	10	133	15	342	650	848	19	15	56	0	13	940	163	5	808	37	32	40	28	1	1	2	3	126	19	39	3	54	2584	17	31	173
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pasteurianus	706	23	45	227	178	17938	12917	27	1129	230	724	89	202	255	188	1207	68	276	255	337	694	314	318	873	536	703	3592	29924	3587	29	25	26448	34	597	36893	924	67	198	1768	5465	88602	37	5	922	455	592	141	220	1225	21	9184	3830	856	69	28	1285151	48	92	5989	471	7105	86	55	87
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Beduini;s__Beduini_sp900550005	892	1	0	15	1	0	2	30	14	454	369	0	2	1	3	36	2	0	0	0	0	0	31	0	5	14	0	18	79	10	97	0	0	1	1	414	0	0	17	1	0	0	13	78	0	1	1	2	0	0	0	0	0	0	1	18	0	0	43	2	2	12	2	9
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis_A	1234	14	130	94	10	193	3	294	676	218	645	38	84	42	64	254	10	418	117	22	17	103	496	145	459	137	46	200	20685	17	14	25068	12	733	1262	63	379	1051	8826	3156	74	53	19	144	3	1174	57	41	4	160	55	16	47	8	19	83304	13	146	1	54	22	29	476	407
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_thermophilus	763	2	13	90	1681	67	13	2213	1096	48	612	1852	3539	50	14	2754	56	13	19	422	4	39	575	5	21	2803	0	9	6985	3	12	76	7	1937	566	57	6	347	1146	129	80	4178	2	506	293	70	198	1259	24	9	1054	539	5	101	61	213	6	30	11	100	25	81	182	90
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_tertium	5721	5	15	4840	2	23	92	41	117	0	35	16	2	42	7	6	2	3270	4	25	12120	403	25	7661	60	18319	1279	2440	5	5	4	39	19007	83911	7	1122	66	43	41	16	27	20988	22	55	6	4558	5	3	19	3	8820	4169	3126	4	5	236850	8	20	403	4	9	53	62	24
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila	159	48	60	47	105882	37	93	27	0	113	2	2	28	115	21	71	16658	2	94	14	34	1675	302	325	59	23	25	34	125	23	32	2057	200	29	162	23	137	232	109	218	31	17	377	4	37	183	15	15	18	35	33	80	18	48243	45	4	33	42	19	82	26	17675	29	27
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp000314795	66	0	26	28	5	78	0	59	195	73	54	14	66	16	15	79	4	94	44	3	10	43	36	103	150	32	4	91	7437	2	3	6809	2	113	387	12	185	567	1931	1573	30	13	1	60	37	189	59	16	32	41	8	6	14	9	7	19733	17	21	0	17	16	64	567	469
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Basfia;s__Basfia_bettyae	1196	0	3	16	9	0	2	1	195	224	655	0	1	0	24	1	2	7	1	0	0	0	19	0	6	2	0	13	0	6	53	1	0	0	2	0	6	4	0	4	3	0	4	78	8	1	58	1	0	0	1	0	0	0	0	38	2	6	0	1	2	1	2	83
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea_stewartii	25	1	2742	0	1	0	2	0	7	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	528	1	0	0	0	0	0	0	938	1	0	0	2	4	1313	0	0	3	1	0	1	0	0	0	3933	0	3	0	0	0	0	0	11625	0	0	0	1	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A_wexlerae	513	58	124	2774	53506	1946	368	1395	117	30	129	32555	8209	13131	90	30095	888	195	10659	11978	1355	1876	397	1212	141	86508	985	5036	232	25	245	262	46	5933	627	1404	365	271	23	216	499	10105	95	127	323	4415	21	9558	155	45	397	1354	1735	1256	14093	861	56	14	370	56	659	18511	123	238
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_pneumoniae	2037	246314	67919	493	63	6088	2651	442	510	8397	3352	148	19	74	5468	245	125	206397	44	404	7222	7799	3075	27378	155	1563	5606	248	184	17314	104198	715	2355	976	641	27294	1526	2253	3416	502199	71294	315	48689	942	633	691	5991	95	1132	88173	3196	1016	6327	76	1504	174	2304858	355231	442	201532	5757	78	6008	2463
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370_sp900542035	21	0	0	0	25	99	16	14	0	2	0	11	35	6	0	3	5	0	7	0	28	30	0	10	0	2	0	62	0	1	0	0	1	0	0	9	4	0	0	0	0	4	0	0	4	2	0	9	0	0	0	3	19	6	3	0	0	0	5	0	0	194	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_finegoldii	754	84	51	4	54	40	317	36	3	6	2	5	4000	5542	2047	3441	3182	356	3979	5035	0	9	18	23	38	5	29	3	6	16	8	38	4	36	8	7	7	5	5	7	7	14	37	3	81	7	3	2230	27	25	7	11	378	215	4	19	30	10	292	30	10	1151	1033	154
